cell,batch,stage,arm,theorem,seed,solved,qualified,failed,cost,input,cached,output,requests,resets,continued,uncached_cost
validation__ace__mathd_numbertheory_405__seed0,final10,validation,ace,mathd_numbertheory_405,0,False,False,False,0.0361287,147918,70325,16003,11,0,False,0.048787199999999996
validation__agentic_compact__mathd_algebra_433__seed0,final10,validation,agentic_compact,mathd_algebra_433,0,True,True,False,0.0033354599999999997,32559,26293,1297,7,0,False,0.0080682
validation__agentic_reset__mathd_numbertheory_405__seed1,final10,validation,agentic_reset,mathd_numbertheory_405,1,False,False,False,0.04241740000000001,140762,42010,18189,12,1,False,0.0499792
validation__agentic_compact__mathd_algebra_433__seed1,final10,validation,agentic_compact,mathd_algebra_433,1,True,True,False,0.0022297799999999998,27870,23739,774,6,0,False,0.0065027999999999996
validation__ace_compact__mathd_algebra_433__seed0,final10,validation,ace_compact,mathd_algebra_433,0,True,True,False,0.00356964,28647,20212,1232,5,0,False,0.0072078
validation__agentic_reset__mathd_algebra_433__seed1,final10,validation,agentic_reset,mathd_algebra_433,1,True,True,False,0.00372554,34825,24977,1047,7,0,False,0.0082214
validation__agentic_reset__mathd_numbertheory_405__seed0,final10,validation,agentic_reset,mathd_numbertheory_405,0,False,False,False,0.04344351999999999,123086,35216,20971,12,1,False,0.0497824
validation__agentic_reset_compact__mathd_algebra_433__seed0,final10,validation,agentic_reset_compact,mathd_algebra_433,0,True,True,False,0.00185932,13217,7456,465,4,0,False,0.0032013999999999996
validation__ace__mathd_algebra_433__seed1,final10,validation,ace,mathd_algebra_433,1,True,True,False,0.00305228,35263,27944,858,5,0,False,0.0080822
validation__agentic__mathd_algebra_433__seed1,final10,validation,agentic,mathd_algebra_433,1,True,True,False,0.0027833599999999995,23794,16508,830,5,0,False,0.005754799999999999
validation__agentic_compact__mathd_numbertheory_405__seed0,final10,validation,agentic_compact,mathd_numbertheory_405,0,False,False,False,0.04165094,181198,100217,19542,22,0,False,0.05968999999999999
validation__ace_compact__mathd_numbertheory_405__seed1,final10,validation,ace_compact,mathd_numbertheory_405,1,False,False,False,0.038570759999999996,154170,73378,17454,13,0,False,0.0517788
validation__ace_reset_compact__mathd_numbertheory_405__seed1,final10,validation,ace_reset_compact,mathd_numbertheory_405,1,False,False,False,0.04401568,201836,118664,20840,20,1,False,0.0653752
validation__agentic_reset__mathd_algebra_433__seed0,final10,validation,agentic_reset,mathd_algebra_433,0,True,True,False,0.0022280399999999997,36300,31802,577,6,0,False,0.0079524
validation__agentic__mathd_numbertheory_405__seed0,final10,validation,agentic,mathd_numbertheory_405,0,False,False,False,0.03942842,140395,39041,15314,11,0,False,0.0464558
validation__agentic_reset_compact__mathd_numbertheory_405__seed1,final10,validation,agentic_reset_compact,mathd_numbertheory_405,1,False,False,False,0.047798059999999996,123835,30423,23756,15,1,False,0.053274199999999994
validation__ace_reset_compact__mathd_algebra_433__seed0,final10,validation,ace_reset_compact,mathd_algebra_433,0,True,True,False,0.00236804,22804,17842,849,4,0,False,0.0055796
validation__agentic__mathd_numbertheory_405__seed1,final10,validation,agentic,mathd_numbertheory_405,1,False,False,False,0.039960039999999995,145676,36202,14451,11,0,False,0.0464764
validation__ace_compact__mathd_numbertheory_405__seed0,final10,validation,ace_compact,mathd_numbertheory_405,0,False,False,False,0.03934483999999999,177109,84092,15883,15,0,False,0.0544814
validation__agentic_reset_compact__mathd_numbertheory_405__seed0,final10,validation,agentic_reset_compact,mathd_numbertheory_405,0,False,False,False,0.04493803999999999,114061,29612,22880,13,1,False,0.0502682
validation__ace_reset_compact__mathd_algebra_433__seed1,final10,validation,ace_reset_compact,mathd_algebra_433,1,True,True,False,0.0026610799999999997,28162,22954,967,5,0,False,0.0067928
validation__ace_reset__mathd_numbertheory_405__seed1,final10,validation,ace_reset,mathd_numbertheory_405,1,False,False,False,0.04371180000000001,190710,102510,20018,14,1,False,0.0621636
validation__ace_reset__mathd_numbertheory_405__seed0,final10,validation,ace_reset,mathd_numbertheory_405,0,True,True,False,0.03596878,155696,73949,15117,12,1,False,0.04927959999999999
validation__agentic_compact__mathd_numbertheory_405__seed1,final10,validation,agentic_compact,mathd_numbertheory_405,1,False,False,False,0.043146119999999996,161901,81016,21124,18,0,False,0.057728999999999996
validation__agentic__mathd_algebra_433__seed0,final10,validation,agentic,mathd_algebra_433,0,True,True,False,0.0024804,19344,12640,739,4,0,False,0.0047556
validation__agentic_reset_compact__mathd_algebra_433__seed1,final10,validation,agentic_reset_compact,mathd_algebra_433,1,True,True,False,0.004827139999999999,25231,14377,1974,7,0,False,0.007415
validation__agentic_compact__mathd_numbertheory_530__seed0,final11,validation,agentic_compact,mathd_numbertheory_530,0,False,False,False,0.043113679999999995,312262,193624,12928,27,0,False,0.077966
validation__ace_reset_compact__mathd_numbertheory_530__seed0,final11,validation,ace_reset_compact,mathd_numbertheory_530,0,False,False,False,0.047098859999999985,424752,327773,17623,42,2,False,0.106098
validation__agentic__mathd_numbertheory_530__seed1,final11,validation,agentic,mathd_numbertheory_530,1,False,False,False,0.039483040000000004,267788,147292,10365,20,0,False,0.0659956
validation__agentic__mathd_numbertheory_530__seed0,final11,validation,agentic,mathd_numbertheory_530,0,False,False,False,0.037878579999999995,320984,206699,9073,21,0,False,0.0750844
validation__agentic_compact__amc12_2000_p12__seed1,final11,validation,agentic_compact,amc12_2000_p12,1,True,True,False,0.013173559999999997,57475,31988,6197,11,0,False,0.0189314
validation__ace_reset__amc12_2000_p12__seed0,final11,validation,ace_reset,amc12_2000_p12,0,True,True,False,0.038727620000000004,261655,190861,17293,22,0,False,0.0730826
validation__agentic_reset__mathd_numbertheory_530__seed0,final11,validation,agentic_reset,mathd_numbertheory_530,0,False,False,False,0.04419246000000001,351936,228633,12466,32,2,False,0.08534639999999999
validation__ace_compact__mathd_numbertheory_530__seed0,final11,validation,ace_compact,mathd_numbertheory_530,0,False,False,False,0.03570504,548184,478752,10203,35,0,False,0.12188039999999999
validation__agentic_reset__amc12_2000_p12__seed1,final11,validation,agentic_reset,amc12_2000_p12,1,True,True,False,0.01738016,64153,34598,8981,10,0,False,0.023607799999999998
validation__ace_reset_compact__amc12_2000_p12__seed0,final11,validation,ace_reset_compact,amc12_2000_p12,0,False,False,False,0.021420239999999997,87948,59932,12182,12,0,False,0.032208
validation__agentic_reset__mathd_numbertheory_530__seed1,final11,validation,agentic_reset,mathd_numbertheory_530,1,False,False,False,0.04451066,331840,217203,14366,30,2,False,0.08360719999999999
validation__agentic_reset_compact__mathd_numbertheory_530__seed0,final11,validation,agentic_reset_compact,mathd_numbertheory_530,0,False,False,False,0.044765339999999994,438480,355357,17528,51,2,False,0.1087296
validation__agentic__amc12_2000_p12__seed0,final11,validation,agentic,amc12_2000_p12,0,True,True,False,0.024062540000000004,117811,65447,10234,14,0,False,0.035843
validation__agentic_reset_compact__amc12_2000_p12__seed1,final11,validation,agentic_reset_compact,amc12_2000_p12,1,False,False,False,0.04173127999999999,125038,38284,19679,16,0,False,0.048622399999999996
validation__agentic_compact__mathd_numbertheory_530__seed1,final11,validation,agentic_compact,mathd_numbertheory_530,1,False,False,False,0.04011664,418805,329382,13037,34,0,False,0.0994054
validation__agentic_reset__amc12_2000_p12__seed0,final11,validation,agentic_reset,amc12_2000_p12,0,True,True,False,0.012679599999999997,43841,28830,7584,8,0,False,0.017869
validation__agentic_reset_compact__mathd_numbertheory_530__seed1,final11,validation,agentic_reset_compact,mathd_numbertheory_530,1,False,False,False,0.048154279999999994,477334,386614,18565,55,2,False,0.11774479999999998
validation__ace_reset_compact__mathd_numbertheory_530__seed1,final11,validation,ace_reset_compact,mathd_numbertheory_530,1,False,False,False,0.04580741999999999,398922,306661,17685,39,2,False,0.1010064
validation__ace__mathd_numbertheory_530__seed0,final11,validation,ace,mathd_numbertheory_530,0,False,False,False,0.036933060000000004,321666,216983,9714,20,0,False,0.07598999999999999
validation__ace_compact__amc12_2000_p12__seed1,final11,validation,ace_compact,amc12_2000_p12,1,True,True,False,0.028381459999999997,111040,62503,14520,12,0,False,0.039632
validation__ace_reset__mathd_numbertheory_530__seed1,final11,validation,ace_reset,mathd_numbertheory_530,1,False,False,False,0.03929592,493152,413836,12630,38,2,False,0.1137864
validation__ace__mathd_numbertheory_530__seed1,final11,validation,ace,mathd_numbertheory_530,1,False,False,False,0.03553180000000001,501497,423700,9582,31,0,False,0.1117978
validation__agentic_compact__amc12_2000_p12__seed0,final11,validation,agentic_compact,amc12_2000_p12,0,True,True,False,0.006877599999999999,14402,6440,4297,4,0,False,0.0080368
validation__ace_reset__mathd_numbertheory_530__seed0,final11,validation,ace_reset,mathd_numbertheory_530,0,False,False,False,0.044732940000000006,452568,359137,15720,37,2,False,0.10937759999999999
validation__ace_compact__mathd_numbertheory_530__seed1,final11,validation,ace_compact,mathd_numbertheory_530,1,False,False,False,0.04075756,299000,201438,14347,24,0,False,0.0770164
validation__ace__amc12_2000_p12__seed1,final11,validation,ace,amc12_2000_p12,1,False,False,False,0.0072134799999999995,48344,39434,3869,6,0,False,0.0143116
validation__ace_reset__amc12_2000_p12__seed1,final11,validation,ace_reset,amc12_2000_p12,1,True,True,False,0.027614239999999998,112873,69102,14565,12,0,False,0.0400526
validation__agentic_reset_compact__amc12_2000_p12__seed0,final11,validation,agentic_reset_compact,amc12_2000_p12,0,False,False,False,0.042608179999999996,375526,316439,20385,43,1,False,0.0995672
validation__ace__amc12_2000_p12__seed0,final11,validation,ace,amc12_2000_p12,0,True,True,False,0.014110960000000002,117626,107208,8236,12,0,False,0.0334084
validation__agentic__amc12_2000_p12__seed1,final11,validation,agentic,amc12_2000_p12,1,True,True,False,0.0102907,35918,25025,6343,7,0,False,0.0147952
validation__ace_compact__amc12_2000_p12__seed0,final11,validation,ace_compact,amc12_2000_p12,0,False,False,False,0.023898079999999995,98014,60284,12622,13,0,False,0.0347492
validation__ace_reset_compact__amc12_2000_p12__seed1,final11,validation,ace_reset_compact,amc12_2000_p12,1,False,False,False,0.020275699999999997,166999,141205,10244,19,0,False,0.0456926
validation__ace_reset_compact__mathd_numbertheory_64__seed1,final12,validation,ace_reset_compact,mathd_numbertheory_64,1,True,True,False,0.0024965399999999993,33816,31137,1115,6,0,False,0.0081012
validation__agentic_reset_compact__mathd_algebra_421__seed0,final12,validation,agentic_reset_compact,mathd_algebra_421,0,True,True,False,0.0031858799999999994,17058,11154,1485,5,0,False,0.0051936
validation__ace_compact__mathd_algebra_421__seed1,final12,validation,ace_compact,mathd_algebra_421,1,True,True,False,0.0036207799999999997,53968,48669,1323,9,0,False,0.012381199999999998
validation__ace_compact__mathd_numbertheory_64__seed1,final12,validation,ace_compact,mathd_numbertheory_64,1,True,True,False,0.0035631,42069,35815,1330,7,0,False,0.0100098
validation__agentic_compact__mathd_algebra_421__seed1,final12,validation,agentic_compact,mathd_algebra_421,1,True,True,False,0.0030068399999999998,13782,7962,1403,3,0,False,0.0044399999999999995
validation__agentic_compact__mathd_numbertheory_64__seed0,final12,validation,agentic_compact,mathd_numbertheory_64,0,True,True,False,0.019978740000000002,220260,183947,7531,28,0,False,0.0530892
validation__ace_reset_compact__mathd_algebra_421__seed1,final12,validation,ace_reset_compact,mathd_algebra_421,1,True,True,False,0.00227858,20785,16309,881,3,0,False,0.0052142
validation__ace_compact__mathd_numbertheory_64__seed0,final12,validation,ace_compact,mathd_numbertheory_64,0,True,True,False,0.0042702999999999994,28685,21775,2044,5,0,False,0.0081898
validation__agentic_reset__mathd_algebra_421__seed1,final12,validation,agentic_reset,mathd_algebra_421,1,True,True,False,0.0012889199999999998,12837,10936,575,3,0,False,0.0032574
validation__ace_reset__mathd_algebra_421__seed1,final12,validation,ace_reset,mathd_algebra_421,1,True,True,False,0.00214462,20528,18201,1096,3,0,False,0.0054208
validation__agentic_reset_compact__mathd_algebra_421__seed1,final12,validation,agentic_reset_compact,mathd_algebra_421,1,True,True,False,0.00212696,13792,9448,891,3,0,False,0.0038275999999999996
validation__ace__mathd_numbertheory_64__seed0,final12,validation,ace,mathd_numbertheory_64,0,True,True,False,0.007015080000000001,82764,71294,2746,10,0,False,0.019847999999999998
validation__agentic_reset_compact__mathd_numbertheory_64__seed1,final12,validation,agentic_reset_compact,mathd_numbertheory_64,1,True,True,False,0.015295160000000002,96754,66558,6604,17,0,False,0.027275599999999997
validation__agentic_compact__mathd_algebra_421__seed0,final12,validation,agentic_compact,mathd_algebra_421,0,True,True,False,0.00281008,16919,11974,1318,5,0,False,0.0049654
validation__ace_reset_compact__mathd_algebra_421__seed0,final12,validation,ace_reset_compact,mathd_algebra_421,0,True,True,False,0.0024004,21080,16460,956,3,0,False,0.0053632
validation__ace_reset__mathd_numbertheory_64__seed0,final12,validation,ace_reset,mathd_numbertheory_64,0,True,True,False,0.009973939999999999,150373,137237,3835,16,0,False,0.0346766
validation__agentic_reset__mathd_algebra_421__seed0,final12,validation,agentic_reset,mathd_algebra_421,0,True,True,False,0.00409534,27254,15957,1264,5,0,False,0.006967599999999999
validation__ace_reset_compact__mathd_numbertheory_64__seed0,final12,validation,ace_reset_compact,mathd_numbertheory_64,0,True,True,False,0.00847696,144323,138318,3758,18,0,False,0.0333742
validation__agentic__mathd_algebra_421__seed1,final12,validation,agentic,mathd_algebra_421,1,True,True,False,0.0065786,52930,44370,3316,9,0,False,0.0145652
validation__agentic_reset__mathd_numbertheory_64__seed0,final12,validation,agentic_reset,mathd_numbertheory_64,0,True,True,False,0.02292342,137694,83901,8739,16,1,False,0.0380256
validation__agentic_reset_compact__mathd_numbertheory_64__seed0,final12,validation,agentic_reset_compact,mathd_numbertheory_64,0,True,True,False,0.00384418,48548,44739,1823,11,0,False,0.011897199999999998
validation__agentic__mathd_algebra_421__seed0,final12,validation,agentic,mathd_algebra_421,0,True,True,False,0.0009139199999999999,8544,8136,558,2,0,False,0.0023784
validation__agentic__mathd_numbertheory_64__seed0,final12,validation,agentic,mathd_numbertheory_64,0,True,True,False,0.01887056,152122,103028,5826,18,0,False,0.03741559999999999
validation__agentic__mathd_numbertheory_64__seed1,final12,validation,agentic,mathd_numbertheory_64,1,True,True,False,0.009502539999999999,38495,27167,5578,7,0,False,0.014392599999999998
validation__agentic_reset__mathd_numbertheory_64__seed1,final12,validation,agentic_reset,mathd_numbertheory_64,1,True,True,False,0.01163026,98366,84103,5913,14,0,False,0.0267688
validation__agentic_compact__mathd_numbertheory_64__seed1,final12,validation,agentic_compact,mathd_numbertheory_64,1,True,True,False,0.013096619999999996,68184,47061,6609,14,0,False,0.0215676
validation__ace__mathd_numbertheory_64__seed1,final12,validation,ace,mathd_numbertheory_64,1,True,True,False,0.016909979999999998,116010,86769,7772,11,0,False,0.0325284
validation__ace_reset__mathd_algebra_421__seed0,final12,validation,ace_reset,mathd_algebra_421,0,True,True,False,0.0035692,34844,25260,956,4,0,False,0.008116
validation__ace__mathd_algebra_421__seed0,final12,validation,ace,mathd_algebra_421,0,True,True,False,0.0025321000000000002,25064,20395,992,3,0,False,0.006203199999999999
validation__ace__mathd_algebra_421__seed1,final12,validation,ace,mathd_algebra_421,1,True,True,False,0.00232842,21006,19891,1423,3,0,False,0.0059088
validation__ace_reset__mathd_numbertheory_64__seed1,final12,validation,ace_reset,mathd_numbertheory_64,1,True,True,False,0.011645959999999999,132574,116518,5087,14,0,False,0.0326192
validation__ace_compact__mathd_algebra_421__seed0,final12,validation,ace_compact,mathd_algebra_421,0,True,True,False,0.0016849,16394,15615,1014,3,0,False,0.0044956
validation__ace_reset__amc12b_2003_p6__seed0,final13,validation,ace_reset,amc12b_2003_p6,0,True,True,False,0.019607359999999997,119386,74368,7597,11,0,False,0.0329936
validation__ace_reset__aime_1991_p6__seed1,final13,validation,ace_reset,aime_1991_p6,1,False,False,False,0.034476040000000006,428048,330882,7021,25,2,False,0.09403479999999999
validation__agentic__aime_1991_p6__seed1,final13,validation,agentic,aime_1991_p6,1,False,False,False,0.03518636,164044,81898,14266,14,0,False,0.049928
validation__agentic_reset_compact__amc12b_2003_p6__seed1,final13,validation,agentic_reset_compact,amc12b_2003_p6,1,True,True,False,0.023669779999999998,79462,26239,10417,11,0,False,0.028392800000000003
validation__ace__amc12b_2003_p6__seed0,final13,validation,ace,amc12b_2003_p6,0,True,True,False,0.00992904,72315,53642,4268,8,0,False,0.0195846
validation__ace_reset__aime_1991_p6__seed0,final13,validation,ace_reset,aime_1991_p6,0,False,False,False,0.035993,231376,171290,17125,16,1,False,0.0668252
validation__agentic_reset_compact__aime_1991_p6__seed1,final13,validation,agentic_reset_compact,aime_1991_p6,1,False,False,False,0.04888799999999999,255201,183230,25691,27,2,False,0.0818694
validation__agentic__amc12b_2003_p6__seed1,final13,validation,agentic,amc12b_2003_p6,1,True,True,False,0.01474832,99859,60106,4663,14,0,False,0.025567399999999997
validation__ace__amc12b_2003_p6__seed1,final13,validation,ace,amc12b_2003_p6,1,False,False,False,0.039187219999999995,270391,153961,10685,19,0,False,0.06690019999999999
validation__agentic__amc12b_2003_p6__seed0,final13,validation,agentic,amc12b_2003_p6,0,True,True,False,0.013324240000000001,120563,91022,4663,14,0,False,0.029708199999999997
validation__agentic_reset__aime_1991_p6__seed1,final13,validation,agentic_reset,aime_1991_p6,1,False,False,False,0.0441815,208327,86895,15131,14,1,False,0.0598226
validation__ace_compact__amc12b_2003_p6__seed1,final13,validation,ace_compact,amc12b_2003_p6,1,True,True,False,0.01685246,82159,49843,7827,11,0,False,0.0258242
validation__ace_reset_compact__amc12b_2003_p6__seed1,final13,validation,ace_reset_compact,amc12b_2003_p6,1,True,True,False,0.01915262,99337,70211,9936,11,0,False,0.0317906
validation__agentic_compact__aime_1991_p6__seed0,final13,validation,agentic_compact,aime_1991_p6,0,False,False,False,0.04109963999999999,98619,39812,23785,12,0,False,0.0482658
validation__ace_compact__aime_1991_p6__seed1,final13,validation,ace_compact,aime_1991_p6,1,False,False,False,0.040984059999999996,250937,180343,19382,19,0,False,0.0734458
validation__agentic_compact__aime_1991_p6__seed1,final13,validation,agentic_compact,aime_1991_p6,1,False,False,False,0.03706,207179,124590,15042,18,0,False,0.05948619999999999
validation__agentic_compact__amc12b_2003_p6__seed1,final13,validation,agentic_compact,amc12b_2003_p6,1,True,True,False,0.02234552,114439,62806,8969,14,0,False,0.0336506
validation__ace_reset_compact__aime_1991_p6__seed0,final13,validation,ace_reset_compact,aime_1991_p6,0,False,False,False,0.042101959999999994,225628,153438,20496,20,1,False,0.0697208
validation__agentic_reset__amc12b_2003_p6__seed0,final13,validation,agentic_reset,amc12b_2003_p6,0,True,True,False,0.01518192,70281,32586,5826,10,0,False,0.0210474
validation__ace_compact__amc12b_2003_p6__seed0,final13,validation,ace_compact,amc12b_2003_p6,0,True,True,False,0.025890120000000003,387981,351276,9603,38,0,False,0.08911979999999999
validation__ace_reset_compact__amc12b_2003_p6__seed0,final13,validation,ace_reset_compact,amc12b_2003_p6,0,True,True,False,0.046938060000000004,196917,85563,19130,20,1,False,0.062339399999999996
validation__ace_compact__aime_1991_p6__seed0,final13,validation,ace_compact,aime_1991_p6,0,False,False,False,0.037675919999999995,234210,164976,17108,17,0,False,0.06737159999999999
validation__ace_reset_compact__aime_1991_p6__seed1,final13,validation,ace_reset_compact,aime_1991_p6,1,False,False,False,0.04521412,165308,103366,25632,16,1,False,0.06381999999999999
validation__ace__aime_1991_p6__seed1,final13,validation,ace,aime_1991_p6,1,False,False,False,0.028862339999999997,305664,219607,6049,20,0,False,0.0683916
validation__agentic_reset_compact__amc12b_2003_p6__seed0,final13,validation,agentic_reset_compact,amc12b_2003_p6,0,True,True,False,0.0104388,91161,78430,5270,16,0,False,0.0245562
validation__agentic_reset__aime_1991_p6__seed0,final13,validation,agentic_reset,aime_1991_p6,0,False,False,False,0.035503839999999995,215273,143122,15176,15,1,False,0.061265799999999995
validation__ace_reset__amc12b_2003_p6__seed1,final13,validation,ace_reset,amc12b_2003_p6,1,True,True,False,0.0143204,78022,43480,5452,8,0,False,0.022146799999999998
validation__agentic_reset__amc12b_2003_p6__seed1,final13,validation,agentic_reset,amc12b_2003_p6,1,True,True,False,0.02742186,187428,110863,8243,19,0,False,0.0473772
validation__agentic_reset_compact__aime_1991_p6__seed0,final13,validation,agentic_reset_compact,aime_1991_p6,0,False,False,False,0.04228288,250454,146884,15526,22,1,False,0.068722
validation__agentic_compact__amc12b_2003_p6__seed0,final13,validation,agentic_compact,amc12b_2003_p6,0,True,True,False,0.013998980000000001,55060,28939,6830,11,0,False,0.019208
validation__agentic__aime_1991_p6__seed0,final13,validation,agentic,aime_1991_p6,0,False,False,False,0.03019422,272748,206701,10709,13,0,False,0.0674004
validation__ace__aime_1991_p6__seed0,final13,validation,ace,aime_1991_p6,0,False,False,False,0.042187020000000006,323856,219201,14060,21,0,False,0.0816432
validation__ace_reset_compact__amc12_2001_p21__seed0,final14,validation,ace_reset_compact,amc12_2001_p21,0,False,False,False,0.038478820000000004,335180,266771,16218,35,0,False,0.0864976
validation__agentic__amc12a_2013_p8__seed0,final14,validation,agentic,amc12a_2013_p8,0,True,True,False,0.0068491,86828,76185,2664,15,0,False,0.020562399999999998
validation__ace_compact__amc12a_2013_p8__seed0,final14,validation,ace_compact,amc12a_2013_p8,0,True,True,False,0.01106014,161003,154267,5523,18,0,False,0.03882819999999999
validation__ace_reset_compact__amc12a_2013_p8__seed1,final14,validation,ace_reset_compact,amc12a_2013_p8,1,True,True,False,0.00687952,97949,93726,3467,14,0,False,0.0237502
validation__ace__amc12_2001_p21__seed0,final14,validation,ace,amc12_2001_p21,0,False,False,False,0.023526399999999996,159140,111860,9861,15,0,False,0.0436612
validation__agentic_compact__amc12a_2013_p8__seed0,final14,validation,agentic_compact,amc12a_2013_p8,0,True,True,False,0.0069697399999999994,38254,29237,3818,9,0,False,0.0122324
validation__ace_compact__amc12_2001_p21__seed0,final14,validation,ace_compact,amc12_2001_p21,0,True,True,False,0.00916782,95910,88301,4900,13,0,False,0.025061999999999997
validation__ace_reset_compact__amc12_2001_p21__seed1,final14,validation,ace_reset_compact,amc12_2001_p21,1,False,False,False,0.024594460000000002,213188,174033,11069,22,0,False,0.055920399999999995
validation__agentic_reset__amc12a_2013_p8__seed0,final14,validation,agentic_reset,amc12a_2013_p8,0,True,True,False,0.012262519999999999,59110,34746,5579,10,0,False,0.0185168
validation__agentic_reset_compact__amc12a_2013_p8__seed1,final14,validation,agentic_reset_compact,amc12a_2013_p8,1,True,True,False,0.0063620199999999995,35294,24031,3024,8,0,False,0.010687599999999998
validation__agentic_compact__amc12_2001_p21__seed0,final14,validation,agentic_compact,amc12_2001_p21,0,False,False,False,0.023797099999999998,75529,30835,11868,13,0,False,0.0293474
validation__agentic_reset_compact__amc12a_2013_p8__seed0,final14,validation,agentic_reset_compact,amc12a_2013_p8,0,True,True,False,0.00586096,21881,14498,3412,6,0,False,0.0084706
validation__agentic_compact__amc12a_2013_p8__seed1,final14,validation,agentic_compact,amc12a_2013_p8,1,True,True,False,0.0068945,22216,13555,4076,6,0,False,0.0093344
validation__ace__amc12a_2013_p8__seed0,final14,validation,ace,amc12a_2013_p8,0,True,True,False,0.0113325,82782,68495,5921,10,0,False,0.023661599999999998
validation__ace__amc12_2001_p21__seed1,final14,validation,ace,amc12_2001_p21,1,False,False,False,0.015768119999999997,113034,84146,6923,13,0,False,0.0309144
validation__ace__amc12a_2013_p8__seed1,final14,validation,ace,amc12a_2013_p8,1,True,True,False,0.00825804,99531,90852,3921,12,0,False,0.0246114
validation__agentic_reset__amc12_2001_p21__seed0,final14,validation,agentic_reset,amc12_2001_p21,0,False,False,False,0.046534379999999986,200013,78279,17185,21,1,False,0.0606246
validation__agentic_reset__amc12_2001_p21__seed1,final14,validation,agentic_reset,amc12_2001_p21,1,True,True,False,0.005558319999999999,26633,15006,2444,5,0,False,0.0082594
validation__agentic__amc12_2001_p21__seed1,final14,validation,agentic,amc12_2001_p21,1,False,False,False,0.03187614,185577,99527,10563,21,0,False,0.049791
validation__ace_reset__amc12a_2013_p8__seed1,final14,validation,ace_reset,amc12a_2013_p8,1,True,True,False,0.00415928,19711,15914,2568,3,0,False,0.0070238
validation__ace_reset__amc12a_2013_p8__seed0,final14,validation,ace_reset,amc12a_2013_p8,0,True,True,False,0.00911196,81822,68998,4306,10,0,False,0.021531599999999998
validation__ace_compact__amc12a_2013_p8__seed1,final14,validation,ace_compact,amc12a_2013_p8,1,True,True,False,0.00787922,68758,62971,4552,10,0,False,0.019214
validation__agentic__amc12_2001_p21__seed0,final14,validation,agentic,amc12_2001_p21,0,False,False,False,0.01739802,56577,27881,9251,9,0,False,0.022416600000000002
validation__agentic_reset_compact__amc12_2001_p21__seed0,final14,validation,agentic_reset_compact,amc12_2001_p21,0,False,False,False,0.042595360000000006,168383,91978,21229,24,0,False,0.0591514
validation__ace_reset__amc12_2001_p21__seed0,final14,validation,ace_reset,amc12_2001_p21,0,True,True,False,0.01355074,66947,44837,6860,8,0,False,0.0216214
validation__agentic_compact__amc12_2001_p21__seed1,final14,validation,agentic_compact,amc12_2001_p21,1,False,False,False,0.04465516,259967,169208,19266,31,0,False,0.0751126
validation__ace_reset_compact__amc12a_2013_p8__seed0,final14,validation,ace_reset_compact,amc12a_2013_p8,0,True,True,False,0.00701964,46272,36922,3676,7,0,False,0.0136656
validation__agentic_reset__amc12a_2013_p8__seed1,final14,validation,agentic_reset,amc12a_2013_p8,1,True,True,False,0.0053532,30450,25300,3181,6,0,False,0.0099072
validation__ace_reset__amc12_2001_p21__seed1,final14,validation,ace_reset,amc12_2001_p21,1,False,False,False,0.03777326,223279,120503,12340,19,0,False,0.0594638
validation__agentic_reset_compact__amc12_2001_p21__seed1,final14,validation,agentic_reset_compact,amc12_2001_p21,1,False,False,False,0.01806104,63184,33832,9595,13,0,False,0.0241508
validation__agentic__amc12a_2013_p8__seed1,final14,validation,agentic,amc12a_2013_p8,1,True,True,False,0.011858019999999999,53129,34621,6220,9,0,False,0.0180898
validation__ace_compact__amc12_2001_p21__seed1,final14,validation,ace_compact,amc12_2001_p21,1,True,True,False,0.009340039999999997,120778,111342,4355,14,0,False,0.0293816
validation__agentic_compact__mathd_numbertheory_461__seed0,final15,validation,agentic_compact,mathd_numbertheory_461,0,True,True,False,0.00038702,2464,2461,281,1,0,False,0.00083
validation__ace_reset__mathd_numbertheory_461__seed0,final15,validation,ace_reset,mathd_numbertheory_461,0,True,True,False,0.0005908599999999999,6098,4873,207,1,0,False,0.001468
validation__agentic_compact__mathd_algebra_214__seed0,final15,validation,agentic_compact,mathd_algebra_214,0,True,True,False,0.00049298,2539,1269,178,1,0,False,0.0007214
validation__ace_compact__mathd_numbertheory_461__seed1,final15,validation,ace_compact,mathd_numbertheory_461,1,True,True,False,0.00034294,4760,4757,206,1,0,False,0.0011991999999999999
validation__agentic__mathd_numbertheory_461__seed0,final15,validation,agentic,mathd_numbertheory_461,0,True,True,False,0.00046993999999999996,3802,2607,149,1,0,False,0.0009392
validation__agentic_compact__mathd_numbertheory_461__seed1,final15,validation,agentic_compact,mathd_numbertheory_461,1,True,True,False,0.0008728,8051,7630,530,3,0,False,0.0022462
validation__ace__mathd_algebra_214__seed1,final15,validation,ace,mathd_algebra_214,1,True,True,False,0.0006310599999999999,6173,4873,228,1,0,False,0.0015082
validation__agentic__mathd_algebra_214__seed1,final15,validation,agentic,mathd_algebra_214,1,True,True,False,0.00044174,3877,2607,113,1,0,False,0.0009109999999999999
validation__agentic_reset_compact__mathd_algebra_214__seed1,final15,validation,agentic_reset_compact,mathd_algebra_214,1,True,True,False,0.00049532,2539,2536,370,1,0,False,0.0009518
validation__agentic_reset_compact__mathd_algebra_214__seed0,final15,validation,agentic_reset_compact,mathd_algebra_214,0,True,True,False,0.00033692,2539,2536,238,1,0,False,0.0007934
