cell,stage,role,arm,theorem,seed,strategy_returned_value,solved,qualified,failed,cost,input,cached,output,reasoning,uncached_cost,requests,drops
validation__agentic__proof__imo_1960_p2__seed1,validation,proof,agentic,imo_1960_p2,1,True,True,True,False,0.03318288,250521,161094,10063,4656,0.0621798,22,0
validation__ace_selected__proof__mathd_numbertheory_530__seed1,validation,proof,ace_selected,mathd_numbertheory_530,1,False,False,False,False,0.03890679999999999,514349,425110,10464,5117,0.11542659999999999,30,0
validation__agentic_coverage__proof__amc12a_2020_p21__seed1,validation,proof,agentic_coverage,amc12a_2020_p21,1,False,False,False,False,0.04183292000000001,1125076,1088806,10669,6348,0.23781799999999997,64,0
validation__agentic_coverage__proof__mathd_algebra_393__seed0,validation,proof,agentic_coverage,mathd_algebra_393,0,True,True,True,False,0.004736519999999999,40089,29836,1741,1058,0.010107,7,0
validation__agentic_coverage__proof__aime_1991_p6__seed1,validation,proof,agentic_coverage,aime_1991_p6,1,False,False,False,False,0.06901348,348542,169694,24875,16004,0.09955839999999999,19,0
validation__agentic_coverage__proof__imo_1984_p6__seed1,validation,proof,agentic_coverage,imo_1984_p6,1,False,False,False,False,0.00895042,71918,54411,3634,2937,0.018744399999999998,10,0
validation__agentic_coverage__proof__amc12a_2016_p3__seed1,validation,proof,agentic_coverage,amc12a_2016_p3,1,True,True,True,False,0.008050479999999999,43154,26204,3447,1988,0.0127672,7,0
validation__agentic_coverage__proof__imo_1964_p2__seed0,validation,proof,agentic_coverage,imo_1964_p2,0,True,True,True,False,0.056182819999999994,236716,76551,18849,12486,0.069962,19,0
validation__agentic_coverage__proof__amc12b_2003_p6__seed0,validation,proof,agentic_coverage,amc12b_2003_p6,0,True,True,True,False,0.015336379999999997,101656,62149,5160,2898,0.0265232,12,0
validation__agentic_coverage__proof__mathd_algebra_433__seed0,validation,proof,agentic_coverage,mathd_algebra_433,0,True,True,True,False,0.00155226,14487,10033,384,165,0.0033582,3,0
validation__agentic_coverage__proof__mathd_numbertheory_461__seed0,validation,proof,agentic_coverage,mathd_numbertheory_461,0,True,True,True,False,0.00022538,3802,3799,124,85,0.0009092,1,0
validation__agentic_coverage__proof__amc12a_2013_p8__seed1,validation,proof,agentic_coverage,amc12a_2013_p8,1,True,True,True,False,0.0069783,37464,24345,3223,2330,0.0113604,6,0
validation__agentic_coverage__proof__aime_1991_p6__seed0,validation,proof,agentic_coverage,aime_1991_p6,0,False,False,False,False,0.06320281999999999,258526,120451,27649,10493,0.084884,16,0
validation__agentic_coverage__proof__amc12_2000_p12__seed1,validation,proof,agentic_coverage,amc12_2000_p12,1,True,True,True,False,0.027623739999999997,132554,65237,10713,7666,0.039366399999999996,15,0
validation__agentic_coverage__proof__imo_1964_p2__seed1,validation,proof,agentic_coverage,imo_1964_p2,1,True,True,True,False,0.053749,358010,210610,16714,10080,0.0916588,24,0
validation__agentic_coverage__proof__imo_1984_p6__seed0,validation,proof,agentic_coverage,imo_1984_p6,0,False,False,False,False,0.01945744,116828,72992,7692,5896,0.032596,12,0
validation__agentic_coverage__proof__mathd_algebra_327__seed0,validation,proof,agentic_coverage,mathd_algebra_327,0,True,True,True,False,0.00123404,14713,11412,288,170,0.0032882,3,0
validation__agentic_coverage__proof__aime_1991_p9__seed0,validation,proof,agentic_coverage,aime_1991_p9,0,True,True,True,False,0.034583079999999995,222437,124004,10347,5390,0.0569038,22,0
validation__agentic_coverage__proof__mathd_numbertheory_37__seed1,validation,proof,agentic_coverage,mathd_numbertheory_37,1,False,False,False,False,0.024155100000000002,190728,128125,7560,5224,0.0472176,20,0
validation__agentic_coverage__proof__amc12a_2016_p3__seed0,validation,proof,agentic_coverage,amc12a_2016_p3,0,True,True,True,False,0.01183868,81049,55524,4686,3023,0.021832999999999998,10,0
validation__agentic_coverage__proof__imo_1969_p2__seed1,validation,proof,agentic_coverage,imo_1969_p2,1,False,False,False,False,0.05592972000000001,808440,673626,12912,10056,0.1771824,40,0
validation__agentic_coverage__proof__mathd_algebra_234__seed0,validation,proof,agentic_coverage,mathd_algebra_234,0,True,True,True,False,0.00041066000000000003,3766,3763,279,239,0.001088,1,0
validation__agentic_coverage__proof__algebra_others_exirrpowirrrat__seed0,validation,proof,agentic_coverage,algebra_others_exirrpowirrrat,0,False,False,False,False,0.06410889999999998,620555,452105,17814,9052,0.1454878,42,0
validation__agentic_coverage__proof__mathd_numbertheory_37__seed0,validation,proof,agentic_coverage,mathd_numbertheory_37,0,False,False,False,False,0.031230659999999997,265929,176453,8172,5951,0.0629922,24,0
validation__agentic_coverage__proof__imo_1981_p6__seed0,validation,proof,agentic_coverage,imo_1981_p6,0,True,True,True,False,0.0035998199999999997,14613,10731,2174,1406,0.0055314000000000006,3,0
validation__agentic_coverage__proof__mathd_algebra_251__seed1,validation,proof,agentic_coverage,mathd_algebra_251,1,True,True,True,False,0.0036853399999999996,21757,17327,2044,1612,0.0068042,5,0
validation__agentic_coverage__proof__mathd_algebra_190__seed1,validation,proof,agentic_coverage,mathd_algebra_190,1,True,True,True,False,0.00017156000000000002,3751,3748,80,66,0.0008461999999999999,1,0
validation__agentic_coverage__proof__mathd_algebra_393__seed1,validation,proof,agentic_coverage,mathd_algebra_393,1,True,True,True,False,0.005941640000000001,38647,30012,3012,2017,0.0113438,7,0
validation__agentic_coverage__proof__aime_1989_p8__seed1,validation,proof,agentic_coverage,aime_1989_p8,1,True,True,True,False,0.0001781,4378,4375,75,45,0.0009655999999999999,1,0
validation__agentic_coverage__proof__mathd_numbertheory_284__seed0,validation,proof,agentic_coverage,mathd_numbertheory_284,0,True,True,True,False,0.00017704,3785,3782,84,56,0.0008577999999999999,1,0
validation__agentic_coverage__proof__mathd_algebra_421__seed0,validation,proof,agentic_coverage,mathd_algebra_421,0,True,True,True,False,0.0034100400000000005,23871,18512,1640,1149,0.0067422,5,0
validation__agentic_coverage__proof__amc12a_2008_p4__seed1,validation,proof,agentic_coverage,amc12a_2008_p4,1,True,True,True,False,0.01628266,103868,54403,4418,2751,0.0260752,14,0
validation__agentic_coverage__proof__mathd_algebra_190__seed0,validation,proof,agentic_coverage,mathd_algebra_190,0,True,True,True,False,0.00012836,3751,3748,44,29,0.0008029999999999999,1,0
validation__agentic_coverage__proof__amc12_2001_p21__seed1,validation,proof,agentic_coverage,amc12_2001_p21,1,False,False,False,False,0.011705680000000001,67919,43954,5028,3949,0.019617399999999997,11,0
validation__agentic_coverage__proof__amc12a_2002_p6__seed1,validation,proof,agentic_coverage,amc12a_2002_p6,1,True,True,True,False,0.00020154,3810,3807,104,73,0.0008868,1,0
validation__agentic_coverage__proof__imo_1960_p2__seed0,validation,proof,agentic_coverage,imo_1960_p2,0,True,True,True,False,0.00563186,38833,27313,2318,1372,0.010548199999999999,6,0
validation__agentic_coverage__proof__amc12a_2020_p21__seed0,validation,proof,agentic_coverage,amc12a_2020_p21,0,False,False,False,False,0.06830908,410195,222484,21931,13934,0.1083562,31,0
validation__agentic_coverage__proof__mathd_algebra_421__seed1,validation,proof,agentic_coverage,mathd_algebra_421,1,True,True,True,False,0.0019274999999999997,18072,15165,869,456,0.0046572,4,0
validation__agentic_coverage__proof__induction_prod1p1onk3le3m1onn__seed1,validation,proof,agentic_coverage,induction_prod1p1onk3le3m1onn,1,True,True,True,False,0.05184114,276483,108937,13461,5296,0.0714498,22,0
validation__agentic_coverage__proof__amc12b_2003_p6__seed1,validation,proof,agentic_coverage,amc12b_2003_p6,1,True,True,True,False,0.01959994,90974,36747,6683,3434,0.0262144,11,0
validation__agentic_coverage__proof__mathd_numbertheory_33__seed1,validation,proof,agentic_coverage,mathd_numbertheory_33,1,True,True,True,False,0.0038385599999999995,32001,26898,1900,1428,0.008680199999999999,5,0
validation__agentic_coverage__proof__amc12_2001_p21__seed0,validation,proof,agentic_coverage,amc12_2001_p21,0,True,True,True,False,0.006262060000000001,52100,45873,3416,2572,0.0145192,8,0
validation__agentic_coverage__proof__amc12a_2002_p6__seed0,validation,proof,agentic_coverage,amc12a_2002_p6,0,True,True,True,False,0.00022914,3810,3807,127,93,0.0009144,1,0
validation__agentic_coverage__proof__mathd_numbertheory_64__seed1,validation,proof,agentic_coverage,mathd_numbertheory_64,1,True,True,True,False,0.03889643999999999,182064,76222,13503,7771,0.0526164,15,0
validation__agentic_coverage__proof__amc12a_2019_p21__seed0,validation,proof,agentic_coverage,amc12a_2019_p21,0,False,False,False,False,0.05973424,420635,174162,5797,3956,0.0910834,19,0
validation__agentic_coverage__proof__mathd_algebra_327__seed1,validation,proof,agentic_coverage,mathd_algebra_327,1,True,True,True,False,0.00331966,25691,14243,621,299,0.0058834000000000004,4,0
validation__agentic_coverage__proof__amc12_2000_p12__seed0,validation,proof,agentic_coverage,amc12_2000_p12,0,True,True,True,False,0.0211027,112211,77715,10541,8671,0.0350914,15,0
validation__agentic_coverage__proof__mathd_numbertheory_530__seed0,validation,proof,agentic_coverage,mathd_numbertheory_530,0,False,False,False,False,0.06464684000000001,625945,437272,15139,6996,0.1433558,38,0
validation__agentic_coverage__proof__mathd_numbertheory_530__seed1,validation,proof,agentic_coverage,mathd_numbertheory_530,1,False,False,False,False,0.06661864,582173,381262,15676,6220,0.1352458,28,0
validation__agentic_coverage__proof__mathd_algebra_282__seed0,validation,proof,agentic_coverage,mathd_algebra_282,0,False,False,False,False,0.05080302000000002,1316904,1244841,9578,6454,0.27487439999999996,59,0
validation__agentic_coverage__proof__mathd_numbertheory_43__seed1,validation,proof,agentic_coverage,mathd_numbertheory_43,1,False,False,False,False,0.02089934,258979,221747,7515,5731,0.0608138,26,0
validation__agentic_coverage__proof__mathd_numbertheory_303__seed1,validation,proof,agentic_coverage,mathd_numbertheory_303,1,False,False,False,False,0.02877296,144556,120408,17946,7106,0.050446399999999995,18,0
validation__agentic_coverage__proof__amc12b_2020_p5__seed1,validation,proof,agentic_coverage,amc12b_2020_p5,1,True,True,True,False,0.00068506,12761,12193,273,132,0.0028798,3,0
validation__agentic_coverage__proof__aime_1984_p7__seed1,validation,proof,agentic_coverage,aime_1984_p7,1,False,False,False,False,0.04217642,948130,915011,14377,10835,0.2068784,64,0
validation__agentic_coverage__proof__mathd_numbertheory_303__seed0,validation,proof,agentic_coverage,mathd_numbertheory_303,0,False,False,False,False,0.06768464,469684,325672,26974,18038,0.1263056,31,0
validation__agentic_coverage__proof__mathd_numbertheory_43__seed0,validation,proof,agentic_coverage,mathd_numbertheory_43,0,False,False,False,False,0.02617288,249080,191804,9068,6514,0.0606976,24,0
validation__agentic_coverage__proof__aime_1991_p9__seed1,validation,proof,agentic_coverage,aime_1991_p9,1,True,True,True,False,0.04090011999999999,225341,108496,12801,7381,0.060429399999999994,21,0
validation__agentic_coverage__proof__mathd_algebra_234__seed1,validation,proof,agentic_coverage,mathd_algebra_234,1,True,True,True,False,0.00024986,3766,3763,145,126,0.0009272,1,0
validation__agentic_coverage__proof__imo_1969_p2__seed0,validation,proof,agentic_coverage,imo_1969_p2,0,False,False,False,False,0.06109831999999999,247549,66966,19702,8288,0.0731522,17,0
validation__agentic_coverage__proof__mathd_algebra_282__seed1,validation,proof,agentic_coverage,mathd_algebra_282,1,False,False,False,False,0.04693132000000001,1458827,1410676,7573,4842,0.300853,56,0
validation__agentic_coverage__proof__algebra_others_exirrpowirrrat__seed1,validation,proof,agentic_coverage,algebra_others_exirrpowirrrat,1,False,False,False,False,0.06400922000000002,816121,690141,20842,9534,0.1882346,49,0
validation__agentic_coverage__proof__mathd_numbertheory_284__seed1,validation,proof,agentic_coverage,mathd_numbertheory_284,1,True,True,True,False,0.00021663999999999999,3785,3782,117,91,0.0008974,1,0
validation__agentic_coverage__proof__mathd_numbertheory_461__seed1,validation,proof,agentic_coverage,mathd_numbertheory_461,1,True,True,True,False,0.00044556,7788,7598,213,160,0.0018132,2,0
validation__agentic_coverage__proof__mathd_algebra_214__seed0,validation,proof,agentic_coverage,mathd_algebra_214,0,True,True,True,False,0.00057254,3877,2607,222,174,0.0010417999999999998,1,0
validation__agentic_coverage__proof__amc12a_2019_p21__seed1,validation,proof,agentic_coverage,amc12a_2019_p21,1,False,False,False,False,0.0673142,454240,221610,13630,9040,0.107204,31,0
validation__agentic_coverage__proof__aime_1989_p8__seed0,validation,proof,agentic_coverage,aime_1989_p8,0,True,True,True,False,0.0001565,4378,4375,57,27,0.000944,1,0
validation__agentic_coverage__proof__mathd_algebra_251__seed0,validation,proof,agentic_coverage,mathd_algebra_251,0,True,True,True,False,0.00375212,29434,22786,1639,1255,0.007853599999999999,6,0
validation__agentic_coverage__proof__mathd_algebra_433__seed1,validation,proof,agentic_coverage,mathd_algebra_433,1,True,True,True,False,0.0015680999999999998,17253,14025,535,189,0.0040926,4,0
validation__agentic_coverage__proof__amc12b_2002_p3__seed1,validation,proof,agentic_coverage,amc12b_2002_p3,1,True,True,True,False,0.01004892,88773,65696,3433,1885,0.0218742,11,0
validation__agentic_coverage__proof__amc12b_2002_p3__seed0,validation,proof,agentic_coverage,amc12b_2002_p3,0,True,True,True,False,0.01059978,53649,23869,3472,1891,0.014896199999999998,7,0
validation__agentic_coverage__proof__mathd_numbertheory_33__seed0,validation,proof,agentic_coverage,mathd_numbertheory_33,0,True,True,True,False,0.005970079999999999,64525,53034,2176,1219,0.015516199999999999,9,0
validation__agentic_coverage__proof__induction_prod1p1onk3le3m1onn__seed0,validation,proof,agentic_coverage,induction_prod1p1onk3le3m1onn,0,False,False,False,False,0.0669847,510644,288565,13998,7255,0.11892639999999999,33,0
validation__agentic_coverage__proof__mathd_numbertheory_405__seed0,validation,proof,agentic_coverage,mathd_numbertheory_405,0,True,True,True,False,0.033690479999999995,111267,35354,14834,5552,0.0400542,11,0
validation__agentic_coverage__proof__mathd_algebra_214__seed1,validation,proof,agentic_coverage,mathd_algebra_214,1,True,True,True,False,0.00023287999999999998,3877,3874,129,88,0.0009302,1,0
validation__agentic_coverage__proof__amc12a_2013_p8__seed0,validation,proof,agentic_coverage,amc12a_2013_p8,0,True,True,True,False,0.01190122,44255,22121,5860,4564,0.015882999999999998,8,0
validation__agentic_coverage__proof__aime_1984_p7__seed0,validation,proof,agentic_coverage,aime_1984_p7,0,True,True,True,False,0.011052519999999998,103283,94576,6183,4916,0.0280762,11,0
validation__agentic_coverage__proof__amc12b_2020_p5__seed0,validation,proof,agentic_coverage,amc12b_2020_p5,0,True,True,True,False,0.0035341399999999994,29035,25347,1908,1442,0.008096599999999999,5,0
validation__agentic_coverage__proof__mathd_numbertheory_405__seed1,validation,proof,agentic_coverage,mathd_numbertheory_405,1,False,False,False,False,0.05817654,223335,67167,21333,5762,0.0702666,14,0
validation__agentic_coverage__proof__imo_1960_p2__seed1,validation,proof,agentic_coverage,imo_1960_p2,1,True,True,True,False,0.01427738,212008,194339,5714,2608,0.0492584,25,0
validation__agentic_coverage__proof__imo_1981_p6__seed1,validation,proof,agentic_coverage,imo_1981_p6,1,True,True,True,False,0.00347018,9409,6669,2324,1806,0.0046706,2,0
validation__agentic_coverage__proof__amc12a_2008_p4__seed0,validation,proof,agentic_coverage,amc12a_2008_p4,0,True,True,True,False,0.014877579999999998,81404,39789,4799,2692,0.0220396,11,0
validation__agentic_coverage__proof__mathd_numbertheory_64__seed0,validation,proof,agentic_coverage,mathd_numbertheory_64,0,True,True,True,False,0.00506822,36436,26261,2090,1601,0.0097952,6,0
pilots__output__proof__mathd_algebra_185__seed0,pilots,proof,output,mathd_algebra_185,0,False,False,False,False,0.06411839999999999,496188,301740,15995,7719,0.1184316,27,0
pilots__concise__proof__mathd_algebra_185__seed0,pilots,proof,concise,mathd_algebra_185,0,False,False,False,False,0.0370466,290197,212160,14330,7233,0.0752354,24,0
pilots__output__proof__mathd_numbertheory_221__seed0,pilots,proof,output,mathd_numbertheory_221,0,True,True,True,False,0.0005728599999999999,6170,4873,180,140,0.00145,1,0
pilots__incumbent__proof__amc12a_2016_p2__seed0,pilots,proof,incumbent,amc12a_2016_p2,0,True,True,True,False,0.011933639999999999,91521,70412,5253,3609,0.0246078,10,0
pilots__views__proof__amc12a_2016_p2__seed0,pilots,proof,views,amc12a_2016_p2,0,True,True,True,False,0.00473446,44531,35223,1807,1023,0.011074599999999999,6,0
pilots__drop__proof__amc12_2000_p6__seed0,pilots,proof,drop,amc12_2000_p6,0,False,False,False,False,0.04097628,274329,198804,18246,11221,0.076761,24,1
pilots__views__proof__amc12a_2020_p13__seed0,pilots,proof,views,amc12a_2020_p13,0,False,False,False,False,0.039383480000000005,239038,146134,14900,6894,0.0656876,17,0
pilots__drop__proof__mathd_numbertheory_221__seed0,pilots,proof,drop,mathd_numbertheory_221,0,True,True,True,False,0.00033513999999999994,6170,6167,176,131,0.0014451999999999998,1,0
pilots__book__proof__mathd_algebra_185__seed0,pilots,proof,book,mathd_algebra_185,0,False,False,False,False,0.029934759999999998,212879,135788,9834,5411,0.0543766,16,0
pilots__book__proof__aime_1988_p3__seed0,pilots,proof,book,aime_1988_p3,0,False,False,False,False,0.036236979999999995,169541,79529,13870,4028,0.0505522,13,0
pilots__drop__proof__mathd_algebra_224__seed0,pilots,proof,drop,mathd_algebra_224,0,False,False,False,False,0.041615479999999996,282046,181314,14869,4815,0.074252,23,1
pilots__drop__proof__aime_1988_p3__seed0,pilots,proof,drop,aime_1988_p3,0,False,False,False,False,0.04443771999999999,266021,160356,16748,6551,0.0733018,20,1
pilots__views__proof__mathd_numbertheory_221__seed0,pilots,proof,views,mathd_numbertheory_221,0,True,True,True,False,0.00029073999999999994,6170,6167,139,79,0.0014007999999999998,1,0
pilots__drop__proof__amc12a_2020_p13__seed0,pilots,proof,drop,amc12a_2020_p13,0,False,False,False,False,0.04354016,249190,164868,19482,10527,0.0732164,21,1
pilots__output__proof__amc12a_2016_p2__seed0,pilots,proof,output,amc12a_2016_p2,0,True,True,True,False,0.019763499999999996,157769,113855,7253,5495,0.0402574,15,0
pilots__book__proof__amc12_2000_p6__seed0,pilots,proof,book,amc12_2000_p6,0,True,True,True,False,0.02537774,266770,218377,9443,6643,0.0646856,22,0
pilots__concise__proof__mathd_numbertheory_221__seed0,pilots,proof,concise,mathd_numbertheory_221,0,True,True,True,False,0.0013254,4593,0,339,270,0.0013254,1,0
pilots__output__proof__mathd_algebra_224__seed0,pilots,proof,output,mathd_algebra_224,0,False,False,False,False,0.06174072,409224,229276,17638,4420,0.10301039999999999,25,0
pilots__book__proof__mathd_numbertheory_221__seed0,pilots,proof,book,mathd_numbertheory_221,0,True,True,True,False,0.00054984,6339,5042,158,91,0.0014574,1,0
pilots__concise__proof__aime_1988_p3__seed0,pilots,proof,concise,aime_1988_p3,0,False,False,False,False,0.04225709999999999,184584,95345,18752,6320,0.0594192,13,0
pilots__incumbent__proof__amc12a_2020_p13__seed0,pilots,proof,incumbent,amc12a_2020_p13,0,False,False,False,False,0.03940114,230612,118747,12211,6510,0.0607756,15,0
pilots__views__proof__aime_1988_p3__seed0,pilots,proof,views,aime_1988_p3,0,False,False,False,False,0.04080818,205906,109559,16123,6394,0.060528799999999994,15,0
pilots__output__proof__aime_1988_p3__seed0,pilots,proof,output,aime_1988_p3,0,True,True,True,False,0.048840499999999995,251863,122585,17111,6667,0.07090579999999999,16,0
pilots__incumbent__proof__mathd_algebra_185__seed0,pilots,proof,incumbent,mathd_algebra_185,0,False,False,False,False,0.03621766,282245,168263,8380,4877,0.066505,19,0
pilots__drop__proof__mathd_numbertheory_48__seed0,pilots,proof,drop,mathd_numbertheory_48,0,True,True,True,False,0.00348964,26753,19492,1373,923,0.0069981999999999996,4,0
pilots__book__proof__amc12a_2016_p2__seed0,pilots,proof,book,amc12a_2016_p2,0,True,True,True,False,0.01605608,107230,56304,3954,2963,0.0261908,9,0
pilots__views__proof__mathd_numbertheory_48__seed0,pilots,proof,views,mathd_numbertheory_48,0,True,True,True,False,0.001447,12524,10990,767,606,0.0034251999999999998,2,0
pilots__incumbent__proof__amc12_2000_p6__seed0,pilots,proof,incumbent,amc12_2000_p6,0,True,True,True,False,0.013014779999999998,94947,76259,6460,4373,0.0267414,11,0
pilots__drop__proof__mathd_algebra_185__seed0,pilots,proof,drop,mathd_algebra_185,0,False,False,False,False,0.04232894,321805,229927,16129,9343,0.08371579999999999,27,1
pilots__incumbent__proof__mathd_numbertheory_48__seed0,pilots,proof,incumbent,mathd_numbertheory_48,0,True,True,True,False,0.0013647999999999998,12557,10990,693,543,0.0033429999999999996,2,0
pilots__views__proof__mathd_algebra_185__seed0,pilots,proof,views,mathd_algebra_185,0,False,False,False,False,0.04001356,327932,222838,12115,7382,0.0801244,25,0
pilots__incumbent__proof__mathd_algebra_224__seed0,pilots,proof,incumbent,mathd_algebra_224,0,False,False,False,False,0.037783180000000006,191090,104269,15278,5506,0.0565516,15,0
pilots__output__proof__mathd_numbertheory_48__seed0,pilots,proof,output,mathd_numbertheory_48,0,True,True,True,False,0.00982498,81623,61949,3876,2515,0.0209758,10,0
pilots__output__proof__amc12_2000_p6__seed0,pilots,proof,output,amc12_2000_p6,0,True,True,True,False,0.00424422,55701,51211,1935,1303,0.0134622,7,0
pilots__concise__proof__mathd_algebra_224__seed0,pilots,proof,concise,mathd_algebra_224,0,False,False,False,False,0.040855760000000005,285031,186958,14585,4864,0.0745082,22,0
pilots__views__proof__mathd_algebra_224__seed0,pilots,proof,views,mathd_algebra_224,0,False,False,False,False,0.03661528,328805,235674,11063,4208,0.0790366,23,0
pilots__concise__proof__amc12a_2020_p13__seed0,pilots,proof,concise,amc12a_2020_p13,0,False,False,False,False,0.04235736,245790,153128,17302,9515,0.0699204,18,0
pilots__incumbent__proof__mathd_numbertheory_221__seed0,pilots,proof,incumbent,mathd_numbertheory_221,0,True,True,True,False,0.00023073999999999998,6170,6167,89,30,0.0013407999999999998,1,0
pilots__book__proof__amc12a_2020_p13__seed0,pilots,proof,book,amc12a_2020_p13,0,False,False,False,False,0.037992399999999996,276059,183490,13174,6578,0.0710206,19,0
pilots__concise__proof__amc12a_2016_p2__seed0,pilots,proof,concise,amc12a_2016_p2,0,True,True,True,False,0.0031007400000000003,45954,42547,1307,575,0.0107592,8,0
pilots__incumbent__proof__aime_1988_p3__seed0,pilots,proof,incumbent,aime_1988_p3,0,False,False,False,False,0.03822199999999999,249559,155410,13570,3823,0.0661958,16,0
pilots__concise__proof__amc12_2000_p6__seed0,pilots,proof,concise,amc12_2000_p6,0,True,True,True,False,0.01341172,83123,60136,6343,4043,0.0242362,10,0
pilots__book__proof__mathd_algebra_224__seed0,pilots,proof,book,mathd_algebra_224,0,False,False,False,False,0.0395132,278452,182420,13882,6967,0.07234879999999999,20,0
pilots__views__proof__amc12_2000_p6__seed0,pilots,proof,views,amc12_2000_p6,0,True,True,True,False,0.01669548,89742,61774,8222,6310,0.0278148,10,0
pilots__output__proof__amc12a_2020_p13__seed0,pilots,proof,output,amc12a_2020_p13,0,False,False,False,False,0.06092023999999999,360217,183402,18241,7472,0.09393259999999999,19,0
pilots__book__proof__mathd_numbertheory_48__seed0,pilots,proof,book,mathd_numbertheory_48,0,True,True,True,False,0.00797118,53772,39729,3640,2754,0.0151224,7,0
pilots__drop__proof__amc12a_2016_p2__seed0,pilots,proof,drop,amc12a_2016_p2,0,False,False,False,False,0.02894502,191154,107481,8384,5957,0.0482916,18,1
pilots__concise__proof__mathd_numbertheory_48__seed0,pilots,proof,concise,mathd_numbertheory_48,0,True,True,True,False,0.00418256,16888,9888,2154,1804,0.0059624,3,0
learning__schema_control__schema__aime_1988_p3__seed0,learning,schema,schema_control,aime_1988_p3,0,True,,,False,0.0024592,11006,0,215,87,0.0024592,1,0
learning__schema_candidate__schema__aime_1988_p3__seed0,learning,schema,schema_candidate,aime_1988_p3,0,True,,,False,0.0027359999999999997,11292,0,398,291,0.0027359999999999997,1,0
learning__schema_control__schema__aime_1990_p4__seed0,learning,schema,schema_control,aime_1990_p4,0,True,,,False,0.0030943999999999998,13918,0,259,96,0.0030943999999999998,1,0
learning__schema_candidate__schema__aime_1990_p4__seed0,learning,schema,schema_candidate,aime_1990_p4,0,True,,,False,0.0031347999999999997,14204,0,245,120,0.0031347999999999997,1,0
learning__schema_control__schema__amc12_2000_p6__seed0,learning,schema,schema_control,amc12_2000_p6,0,True,,,False,0.0030302,10453,0,783,457,0.0030302,1,0
learning__schema_candidate__schema__amc12_2000_p6__seed0,learning,schema,schema_candidate,amc12_2000_p6,0,True,,,False,0.0029818,10739,0,695,176,0.0029818,1,0
learning__schema_control__schema__amc12b_2003_p17__seed0,learning,schema,schema_control,amc12b_2003_p17,0,True,,,False,0.0028192,10550,0,591,302,0.0028192,1,0
learning__schema_candidate__schema__amc12b_2003_p17__seed0,learning,schema,schema_candidate,amc12b_2003_p17,0,True,,,False,0.0032195999999999995,10836,0,877,330,0.0032195999999999995,1,0
learning__schema_control__schema__imo_1983_p6__seed0,learning,schema,schema_control,imo_1983_p6,0,True,,,False,0.0030635999999999997,11694,0,604,480,0.0030635999999999997,1,0
learning__schema_candidate__schema__imo_1983_p6__seed0,learning,schema,schema_candidate,imo_1983_p6,0,True,,,False,0.003194,11980,0,665,427,0.003194,1,0
learning__schema_control__schema__induction_pord1p1on2powklt5on2__seed0,learning,schema,schema_control,induction_pord1p1on2powklt5on2,0,True,,,False,0.0028738,10379,0,665,516,0.0028738,1,0
learning__schema_candidate__schema__induction_pord1p1on2powklt5on2__seed0,learning,schema,schema_candidate,induction_pord1p1on2powklt5on2,0,True,,,False,0.0027906,10665,0,548,420,0.0027906,1,0
learning__schema_control__schema__amc12a_2020_p13__seed0,learning,schema,schema_control,amc12a_2020_p13,0,True,,,False,0.0028237999999999996,11479,0,440,220,0.0028237999999999996,1,0
learning__schema_candidate__schema__amc12a_2020_p13__seed0,learning,schema,schema_candidate,amc12a_2020_p13,0,True,,,False,0.0027922,11765,0,366,151,0.0027922,1,0
learning__schema_control__schema__mathd_algebra_206__seed0,learning,schema,schema_control,mathd_algebra_206,0,True,,,False,0.0024544000000000002,10322,0,325,190,0.0024544000000000002,1,0
learning__schema_candidate__schema__mathd_algebra_206__seed0,learning,schema,schema_candidate,mathd_algebra_206,0,True,,,False,0.0026292,10608,0,423,217,0.0026292,1,0
learning__schema_control__schema__mathd_algebra_28__seed0,learning,schema,schema_control,mathd_algebra_28,0,True,,,False,0.002567,10189,0,441,305,0.002567,1,0
learning__schema_candidate__schema__mathd_algebra_28__seed0,learning,schema,schema_candidate,mathd_algebra_28,0,True,,,False,0.0025522,10475,0,381,116,0.0025522,1,0
learning__schema_control__schema__algebra_amgm_sum1toneqn_prod1tonleq1__seed0,learning,schema,schema_control,algebra_amgm_sum1toneqn_prod1tonleq1,0,True,,,False,0.0022574,9301,0,331,117,0.0022574,1,0
learning__schema_candidate__schema__algebra_amgm_sum1toneqn_prod1tonleq1__seed0,learning,schema,schema_candidate,algebra_amgm_sum1toneqn_prod1tonleq1,0,True,,,False,0.002203,9587,0,238,116,0.002203,1,0
learning__schema_control__schema__aime_1988_p8__seed0,learning,schema,schema_control,aime_1988_p8,0,True,,,False,0.0024798,9909,0,415,215,0.0024798,1,0
learning__schema_candidate__schema__aime_1988_p8__seed0,learning,schema,schema_candidate,aime_1988_p8,0,True,,,False,0.0024878,10195,0,374,166,0.0024878,1,0
learning__schema_control__schema__amc12a_2003_p1__seed0,learning,schema,schema_control,amc12a_2003_p1,0,True,,,False,0.0024285999999999995,10055,0,348,237,0.0024285999999999995,1,0
learning__schema_candidate__schema__amc12a_2003_p1__seed0,learning,schema,schema_candidate,amc12a_2003_p1,0,True,,,False,0.0023166000000000003,10341,0,207,100,0.0023166000000000003,1,0
learning__review_control__review__batch1_review0__seed0,learning,review,review_control,batch1_review0,0,True,,,False,0.0035009999999999998,16695,0,135,40,0.0035009999999999998,1,0
